,budget,company,director,genre,domestic_revenue_usd,name_domestic,rating,released,runtime,score,star,votes,writer
4823,3500000,Odyssey Entertainment,Helen Hunt,Comedy,3735303,Then she found me,R,5/9/08,100,6.0,Helen Hunt,8895,Alice Arlen
4824,8000000,Hyde Park Entertainment,Stuart Townsend,Action,223537,Battle in seattle,R,5/7/08,99,6.7,AndrÈ Benjamin,13248,Stuart Townsend
4825,4000000,Australian Film Finance Corporation (AFFC),Rod Hardy,Drama,46474,Un verano para toda la vida,PG-13,11/2/07,105,6.6,Daniel Radcliffe,10900,Ronald Kinnoch
4826,3500000,Medusa Film,Dario Argento,Horror,58669,Mother of tears,R,2/10/10,102,5.1,Asia Argento,7679,Jace Anderson
4827,10000000,NALA Films,Jieho Lee,Crime,25775,The air i breathe,R,10/17/08,95,6.9,Brendan Fraser,32130,Jieho Lee
4828,0,City Lights Pictures,Talia Lugacy,Drama,13361,Descent,R,4/26/07,104,4.8,Rosario Dawson,2682,Brian Priest
4829,0,Hart-Sharp Entertainment,Lajos Koltai,Drama,12406646,Evening,PG-13,6/29/07,117,6.6,Vanessa Redgrave,12115,Susan Minot
4830,35000000,Showbox Entertainment,Hyung-rae Shim,Action,10977721,Dragon wars: d-war,PG-13,9/14/07,107,3.6,Jason Behr,22050,Hyung-rae Shim
4831,6000000,B&W; Films,Jeffrey Blitz,Comedy,712391,Rocket science,R,9/28/07,101,6.7,Reece Thompson,12086,Jeffrey Blitz
4832,0,Fox Searchlight Pictures,Chris Rock,Comedy,12550605,I think i love my wife,R,3/16/07,94,5.5,Chris Rock,14233,Chris Rock
4833,0,Creando Films,Patricia Riggen,Adventure,12589108,Under the same moon,PG-13,4/4/08,106,7.4,Eugenio Derbez,5838,Ligiah Villalobos
4834,26000000,Chicago Pictures,Andy Cheng,Action,6877133,Redline,PG-13,4/13/07,100,4.0,Nathan Phillips,8133,Robert Foreman
4835,45000000,Twentieth Century Fox Film Corporation,David L. Cunningham,Adventure,8791738,The seeker: the dark is rising,PG,10/5/07,99,4.8,Alexander Ludwig,13682,John Hodge
4836,10000000,Twentieth Century Fox Film Corporation,Robert Ben Garant,Comedy,20342161,Reno 911!: miami,R,2/23/07,100,5.9,Thomas Lennon,24543,Robert Ben Garant
4837,0,Capitol Films,Paddy Breathnach,Comedy,1849,Alucinaciones,UNRATED,8/21/09,84,4.7,Lindsey Haun,14453,Pearse Elliott
4838,0,Polaris Film Production & Finance,Julie Delpy,Comedy,4432981,2 days in paris,R,8/31/07,96,6.8,Julie Delpy,27948,Julie Delpy
4839,55000000,Warner Bros.,Curtis Hanson,Drama,5755286,Lucky you,PG-13,5/4/07,124,5.9,Eric Bana,18870,Eric Roth
4840,185000000,Warner Bros.,Christopher Nolan,Action,534858444,The dark knight,PG-13,7/18/08,152,9.0,Christian Bale,1839571,Jonathan Nolan
4842,85000000,Universal Pictures,Guillermo del Toro,Action,75754670,Hellboy ii: the golden army,PG-13,7/11/08,120,7.0,Ron Perlman,221241,Guillermo del Toro
4843,25000000,Columbia Pictures,Fred Wolf,Comedy,48237389,The house bunny,PG-13,8/22/08,97,5.5,Anna Faris,68405,Karen McCullah
4844,52000000,Universal Pictures,Phyllida Lloyd,Comedy,144130063,Mamma mia!,PG-13,7/18/08,108,6.4,Meryl Streep,157292,Catherine Johnson
4845,10000000,Rogue Pictures,Bryan Bertino,Horror,52597610,The strangers,R,5/30/08,86,6.2,Scott Speedman,98780,Bryan Bertino
4846,92000000,DreamWorks,Ben Stiller,Action,110515313,Tropic thunder,R,8/13/08,107,7.0,Ben Stiller,327846,Justin Theroux
4847,140000000,Paramount Pictures,Jon Favreau,Action,318412101,Iron man,PG-13,5/2/08,126,7.9,Robert Downey Jr.,755866,Mark Fergus
4848,25000000,EuropaCorp,Pierre Morel,Action,145000989,B˙squeda implacable,PG-13,1/30/09,93,7.8,Liam Neeson,509623,Luc Besson
4849,150000000,Warner Bros.,David Fincher,Drama,127509326,The curious case of benjamin button,PG-13,12/25/08,166,7.8,Brad Pitt,495968,Eric Roth
4850,18000000,Warner Bros.,Guy Ritchie,Action,5694401,Rocknrolla,R,10/31/08,114,7.3,Gerard Butler,207016,Guy Ritchie
4851,6000000,Wild Bunch,Darren Aronofsky,Drama,26236603,The wrestler,R,1/30/09,109,7.9,Mickey Rourke,263945,Robert D. Siegel
4852,75000000,Universal Pictures,Timur Bekmambetov,Action,134508551,Wanted,R,6/27/08,110,6.7,Angelina Jolie,317547,Michael Brandt
4853,15000000,Warner Bros.,Danny Boyle,Drama,141319928,Slumdog millionaire,R,12/25/08,120,8.0,Dev Patel,690202,Simon Beaufoy
4854,180000000,FortyFour Studios,Andrew Stanton,Animation,223808164,Wall∑e,G,6/27/08,98,8.4,Ben Burtt,799707,Andrew Stanton
4855,150000000,Universal Pictures,Louis Leterrier,Action,134518390,The incredible hulk,PG-13,6/13/08,112,6.8,Edward Norton,350423,Zak Penn
4856,65000000,New Line Cinema,Michael Patrick King,Comedy,152647258,Sex and the city,R,5/30/08,145,5.5,Sarah Jessica Parker,104063,Michael Patrick King
4857,0,Rollercoaster Films,James Watkins,Horror,5824,Eden lake,R,10/16/09,91,6.8,Kelly Reilly,63256,James Watkins
4858,15000000,Blueprint Pictures,Martin McDonagh,Comedy,7757130,In bruges,R,2/29/08,107,7.9,Colin Farrell,328223,Martin McDonagh
4859,65000000,Columbia Pictures,Adam McKay,Comedy,100468793,Step brothers,R,7/25/08,98,6.9,Will Ferrell,227558,Will Ferrell
4860,33000000,Matten Productions,Clint Eastwood,Drama,148095302,Gran torino,R,1/9/09,116,8.2,Clint Eastwood,609483,Nick Schenk
4861,35000000,Columbia Pictures,Robert Luketic,Crime,81159365,21,PG-13,3/28/08,123,6.8,Jim Sturgess,201705,Peter Steinfeld
4862,12500000,Miramax,Mark Herman,Drama,9030581,The boy in the striped pajamas,PG-13,11/26/08,94,7.8,Asa Butterfield,149511,John Boyne
4863,0,Vertigo Films,Nicolas Winding Refn,Action,104792,Bronson,R,3/13/09,92,7.1,Tom Hardy,97452,Brock Norman Brock
4864,200000000,Metro-Goldwyn-Mayer (MGM),Marc Forster,Action,168368427,Quantum of solace,PG-13,11/14/08,106,6.6,Daniel Craig,353784,Paul Haggis
4865,30000000,Universal Pictures,Nicholas Stoller,Comedy,63172463,Forgetting sarah marshall,R,4/18/08,111,7.2,Kristen Bell,230079,Jason Segel
4866,15000000,Voltage Pictures,Kathryn Bigelow,Drama,17017811,The hurt locker,R,7/31/09,131,7.6,Jeremy Renner,359240,Mark Boal
4867,25000000,Paramount Pictures,Matt Reeves,Action,80048433,Cloverfield,PG-13,1/18/08,85,7.0,Mike Vogel,319809,Drew Goddard
4868,27000000,Columbia Pictures,David Gordon Green,Action,87341380,Pineapple express,R,8/6/08,111,7.0,Seth Rogen,272938,Seth Rogen
4869,30000000,Fox 2000 Pictures,Anne Fletcher,Comedy,76808654,27 dresses,PG-13,1/18/08,111,6.1,Katherine Heigl,133431,Aline Brosh McKenna
4870,185000000,Paramount Pictures,Steven Spielberg,Action,317101119,Indiana jones and the kingdom of the crystal skull,PG-13,5/22/08,122,6.2,Harrison Ford,358563,David Koepp
4871,15500000,The Weinstein Company,Woody Allen,Drama,23216709,Vicky cristina barcelona,PG-13,8/15/08,96,7.1,Rebecca Hall,212733,Woody Allen
4872,35000000,DreamWorks,Sam Mendes,Drama,22911480,Revolutionary road,R,1/23/09,119,7.3,Leonardo DiCaprio,162463,Justin Haythe
4873,35000000,Lionsgate,Lexi Alexander,Action,7948159,Punisher: war zone,R,12/5/08,103,6.0,Ray Stevenson,52479,Nick Santora
4874,145000000,Universal Pictures,Rob Cohen,Action,102491776,The mummy: tomb of the dragon emperor,PG-13,8/1/08,112,5.2,Brendan Fraser,128515,Alfred Gough
4875,0,Ealing Studios,Stephan Elliott,Comedy,2656324,Easy virtue,PG-13,6/19/09,97,6.7,Jessica Biel,17579,Stephan Elliott
4876,150000000,Columbia Pictures,Peter Berg,Action,227946274,Hancock,PG-13,7/2/08,92,6.4,Will Smith,375055,Vincent Ngo
4877,70000000,Warner Bros.,Ridley Scott,Action,39394666,Body of lies,R,10/10/08,128,7.1,Leonardo DiCaprio,185521,William Monahan
4878,130000000,DreamWorks Animation,Mark Osborne,Animation,215434591,Kung fu panda,PG,6/6/08,92,7.6,Jack Black,339024,Jonathan Aibel
4879,90000000,Paramount Pictures,Mark Waters,Adventure,71195053,The spiderwick chronicles,PG,2/14/08,96,6.6,Freddie Highmore,74370,Karey Kirkpatrick
4880,24000000,Blue Askew,Kevin Smith,Comedy,31457946,Zack and miri make a porno,R,10/31/08,101,6.6,Seth Rogen,156855,Kevin Smith
4881,48000000,Twentieth Century Fox Film Corporation,M. Night Shyamalan,Comedy,64506874,The happening,R,6/13/08,91,5.0,Mark Wahlberg,173949,M. Night Shyamalan
4882,75000000,Metro-Goldwyn-Mayer (MGM),Bryan Singer,Drama,83077833,Valkyrie,PG-13,12/25/08,121,7.1,Tom Cruise,197529,Christopher McQuarrie
4883,32000000,The Weinstein Company,Stephen Daldry,Drama,34194407,The reader,R,1/30/09,124,7.6,Kate Winslet,202175,David Hare
4884,225000000,Walt Disney Pictures,Andrew Adamson,Action,141621490,The chronicles of narnia: prince caspian,PG,5/16/08,150,6.6,Ben Barnes,162829,Andrew Adamson
4885,50000000,Lionsgate,Sylvester Stallone,Action,42754105,Rambo 4: regreso al infierno,R,1/25/08,92,7.0,Sylvester Stallone,189986,Art Monterastelli
4886,70000000,Warner Bros.,Andy Tennant,Action,70231041,Fool's gold,PG-13,2/8/08,112,5.7,Matthew McConaughey,64098,John Claflin
4887,80000000,Warner Bros.,Peter Segal,Action,130319208,Get smart,PG-13,6/20/08,110,6.5,Steve Carell,176842,Tom J. Astle
4888,55000000,Columbia Pictures,Gabriele Muccino,Drama,69951824,Seven pounds,PG-13,12/19/08,123,7.7,Will Smith,249856,Grant Nieporte
4889,28000000,Universal Pictures,David Wain,Comedy,67294270,Un par nada ejemplar,R,11/7/08,99,6.9,Paul Rudd,202096,Timothy Dowling
4890,85000000,Twentieth Century Fox Film Corporation,Doug Liman,Action,80172128,Jumper,PG-13,2/14/08,88,6.1,Hayden Christensen,256451,David S. Goyer
4891,4000000,EFTI,Tomas Alfredson,Drama,2122065,Let the right one in,R,12/12/08,115,7.9,KÂre Hedebrant,183463,John Ajvide Lindqvist
4892,20000000,Summit Entertainment,Jeff Wadlow,Action,24850922,Never back down,PG-13,3/14/08,110,6.6,Sean Faris,85496,Chris Hauty
4893,35000000,Columbia Pictures,Justin Chadwick,Biography,26814957,The other boleyn girl,PG-13,2/29/08,115,6.7,Natalie Portman,89728,Peter Morgan
4894,30000000,Rogue Pictures,Neil Marshall,Action,10955425,Doomsday,R,3/14/08,113,6.0,Rhona Mitra,65516,Neil Marshall
4895,37000000,Focus Features,Ethan Coen,Comedy,60355347,Burn after reading,R,9/12/08,96,7.0,Brad Pitt,264758,Joel Coen
4896,50000000,The Weinstein Company,Howard McCain,Action,160641,Outlander,R,4/1/10,115,6.3,Jim Caviezel,66198,Dirk Blackman
4897,0,Universal Pictures,Adam Brooks,Comedy,31973840,"Definitely, maybe",PG-13,2/14/08,112,7.2,Ryan Reynolds,135220,Adam Brooks
4898,90000000,Columbia Pictures,Dennis Dugan,Action,100018837,You don't mess with the zohan,PG-13,6/6/08,113,5.5,Adam Sandler,166095,Adam Sandler
4899,55000000,Imagine Entertainment,Clint Eastwood,Biography,35739802,Changeling,R,10/31/08,141,7.8,Angelina Jolie,209863,J. Michael Straczynski
4900,20000000,Mosaic Media Group,Roger Donaldson,Crime,30028592,The bank job,R,3/7/08,111,7.3,Jason Statham,158842,Dick Clement
4901,35000000,Abandon Entertainment,John Moore,Action,40689393,Max payne,PG-13,10/17/08,100,5.4,Mark Wahlberg,112236,Beau Thorne
4902,45000000,New Line Cinema,Eric Brevig,Action,101704370,Journey to the center of the earth,PG,7/11/08,93,5.8,Brendan Fraser,93923,Michael D. Weiss
4903,19000000,Summit Entertainment,Sean Anders,Adventure,8402485,Sex drive,R,10/17/08,109,6.5,Josh Zuckerman,75976,Sean Anders
4904,40000000,Columbia Pictures,Paul Weiland,Comedy,46012734,Made of honor,PG-13,5/2/08,101,5.9,Patrick Dempsey,58284,Adam Sztykiel
4905,45000000,Universal Pictures,Paul W.S. Anderson,Action,36316032,Death race,R,8/22/08,105,6.4,Jason Statham,176350,Paul W.S. Anderson
4906,70000000,Warner Bros.,Peyton Reed,Comedy,97690976,Yes man,PG-13,12/19/08,104,6.8,Jim Carrey,289261,Nicholas Stoller
4907,20000000,Universal Pictures,Nick Moore,Comedy,19780,Wild child,PG-13,11/28/08,98,6.1,Emma Roberts,40439,Lucy Dahl
4908,150000000,Walt Disney Animation Studios,Byron Howard,Animation,114053579,Bolt,PG,11/21/08,96,6.9,John Travolta,158580,Dan Fogelman
4909,10800000,Twisted Pictures,David Hackl,Horror,56746769,Saw v,R,10/24/08,92,5.8,Scott Patterson,95765,Patrick Melton
4910,15000000,Fox Atomic,Peter Cattaneo,Comedy,6409528,The rocker,PG-13,8/20/08,102,6.2,Rainn Wilson,33768,Maya Forbes
4911,20000000,Focus Features,Gus Van Sant,Biography,31841299,Milk,R,1/30/09,128,7.6,Sean Penn,145398,Dustin Lance Black
4912,70000000,Babylon,Mathieu Kassovitz,Action,22531698,Babylon a.d.,PG-13,8/29/08,101,5.6,Vin Diesel,85627,Maurice G. Dantec
4913,35000000,Twentieth Century Fox Film Corporation,Tom Vaughan,Comedy,80277646,What happens in vegas,PG-13,5/9/08,99,6.1,Cameron Diaz,149018,Dana Fox
4914,34000000,Studio Ghibli,Hayao Miyazaki,Animation,15090400,Ponyo,G,8/14/09,101,7.7,Cate Blanchett,94663,Hayao Miyazaki
4915,25100000,Lionsgate,Oliver Stone,Biography,25534493,W.,PG-13,10/17/08,129,6.3,Josh Brolin,42504,Stanley Weiser
4916,105000000,Warner Bros.,Roland Emmerich,Action,94784201,"10,000 bc",PG-13,3/7/08,109,5.1,Camilla Belle,114171,Roland Emmerich
4917,60000000,Fox 2000 Pictures,David Frankel,Comedy,143153751,Marley & me,PG,12/25/08,100,7.1,Owen Wilson,125638,Scott Frank
4918,0,Film4,Steve McQueen,Biography,154084,Hunger,NOT RATED,9/10/10,96,7.6,Stuart Graham,56117,Enda Walsh
4919,130000000,Twentieth Century Fox Film Corporation,Baz Luhrmann,Adventure,49554002,Australia,PG-13,11/26/08,165,6.6,Nicole Kidman,107593,Stuart Beattie
4920,120000000,Warner Bros.,Lana Wachowski,Action,43945766,Speed racer,PG,5/9/08,135,6.0,Emile Hirsch,61086,Lilly Wachowski
4921,0,Paramount Vantage,Saul Dibb,Biography,13823741,The duchess,PG-13,10/10/08,110,6.9,Keira Knightley,66399,Jeffrey Hatcher
4922,60000000,Lionsgate,Frank Miller,Action,19781879,The spirit,PG-13,12/25/08,103,4.8,Gabriel Macht,55602,Frank Miller
4923,32000000,Paramount Vantage,Edward Zwick,Action,28644813,Defiance,R,1/16/09,137,7.2,Daniel Craig,123415,Clayton Frohman
4924,16500000,Picturehouse,Diane English,Comedy,26902075,The women,PG-13,9/12/08,114,4.9,Meg Ryan,17778,Diane English
4925,80000000,DreamWorks,D.J. Caruso,Action,101111837,Eagle eye,PG-13,9/26/08,118,6.6,Shia LaBeouf,158402,John Glenn
4926,12000000,New Line Cinema,Jon Hurwitz,Adventure,38087366,Harold & kumar escape from guantanamo bay,R,4/25/08,107,6.6,John Cho,119141,Jon Hurwitz
4927,21000000,Sidney Kimmel Entertainment,Charlie Kaufman,Comedy,3081925,"Synecdoche, new york",R,11/21/08,124,7.5,Philip Seymour Hoffman,63483,Charlie Kaufman
4928,20000000,Goodspeed Productions,John Patrick Shanley,Drama,33422556,Doubt,PG-13,12/25/08,104,7.5,Meryl Streep,105844,John Patrick Shanley
4929,35000000,Regency Enterprises,Alexandre Aja,Horror,30691439,Mirrors,R,8/15/08,110,6.2,Kiefer Sutherland,91597,Alexandre Aja
4930,80000000,Twentieth Century Fox Film Corporation,Scott Derrickson,Drama,79366978,The day the earth stood still,PG-13,12/12/08,104,5.5,Keanu Reeves,146633,David Scarpa
4931,85000000,Blue Sky Studios,Jimmy Hayward,Animation,154529439,Horton hears a who!,G,3/14/08,86,6.8,Jim Carrey,113151,Ken Daurio
4932,17500000,Touchstone Pictures,Jon M. Chu,Drama,58017783,Step up 2: the streets,PG-13,2/14/08,98,6.2,Robert Hoffman,71816,Toni Ann Johnson
4933,20000000,Lionsgate,Jason Friedberg,Comedy,14190901,Disaster movie,PG-13,8/29/08,87,1.9,Carmen Electra,78142,Jason Friedberg
4934,11000000,Walt Disney Pictures,Kenny Ortega,Comedy,90559416,High school musical 3: senior year,G,10/24/08,112,4.6,Zac Efron,47545,Peter Barsocchini
4935,37000000,Walden Media,Jennifer Flackett,Adventure,48006503,Nim's island,PG,4/4/08,96,6.0,Jodie Foster,29611,Joseph Kwong
4936,60000000,New Line Cinema,Iain Softley,Adventure,17303424,El libro m·gico,PG,1/23/09,106,6.1,Brendan Fraser,64411,David Lindsay-Abaire
4937,150000000,DreamWorks Animation,Eric Darnell,Animation,180010950,Madagascar: escape 2 africa,PG,11/7/08,89,6.7,Ben Stiller,162026,Etan Cohen
4938,55000000,Casey Silver Productions,Rob Minkoff,Action,52075270,The forbidden kingdom,PG-13,4/18/08,104,6.6,Jackie Chan,92275,John Fusco
4939,8000000,DreamWorks,Carter Smith,Horror,17432844,The ruins,R,4/4/08,90,5.9,Shawn Ashmore,62603,Scott B. Smith
4940,30000000,EuropaCorp,Olivier Megaton,Action,31715062,El transportador 3,PG-13,11/26/08,104,6.1,Jason Statham,136246,Luc Besson
4941,20000000,Fox Searchlight Pictures,David Ayer,Action,26415649,Street kings,R,4/11/08,109,6.8,Keanu Reeves,98463,James Ellroy
4942,55000000,New Line Cinema,Kent Alterman,Comedy,33472850,Semi-pro,R,2/29/08,91,5.8,Will Ferrell,70423,Scot Armstrong
4943,30000000,New Regency Pictures,Jason Friedberg,Comedy,38233676,Meet the spartans,PG-13,1/25/08,86,2.7,Sean Maguire,92856,Jason Friedberg
4944,40000000,Columbia Pictures,Pete Travis,Crime,72266306,Vantage point,PG-13,2/22/08,90,6.6,Dennis Quaid,132882,Barry L. Levy
4945,2900000,Stage 6 Films,Ric Roman Waugh,Crime,36756,Felon,R,7/17/08,104,7.5,Stephen Dorff,68957,Ric Roman Waugh
4946,9000000,Screen Gems,Peter Sollett,Comedy,31487293,Nick and norah's infinite playlist,PG-13,10/3/08,90,6.7,Michael Cera,78985,Lorene Scafaria
4947,55000000,Playtone,Gil Kenan,Adventure,7873007,City of ember,PG,10/10/08,90,6.5,Saoirse Ronan,56120,Caroline Thompson
4948,80000000,Walt Disney Pictures,Adam Shankman,Comedy,110101975,Bedtime stories,PG,12/25/08,99,6.1,Adam Sandler,76733,Matt Lopez
4949,12000000,Screen Gems,John Erick Dowdle,Horror,31691811,Quarantine,R,10/10/08,89,6.0,Jennifer Carpenter,61042,John Erick Dowdle
4950,30000000,New Line Cinema,Gavin O'Connor,Crime,15709385,Pride and glory,R,10/24/08,130,6.7,Edward Norton,55020,Joe Carnahan
4951,20000000,New Line Cinema,Michel Gondry,Comedy,11169531,Be kind rewind,PG-13,2/22/08,102,6.4,Jack Black,82776,Michel Gondry
4952,25000000,TriStar Pictures,Rodrigo GarcÌa,Drama,270659,Passengers,PG-13,10/24/08,93,5.9,Anne Hathaway,29805,Ronnie Christensen
4953,11000000,Fox Searchlight Pictures,Gina Prince-Bythewood,Drama,37766350,The secret life of bees,PG-13,10/17/08,114,7.3,Dakota Fanning,21142,Gina Prince-Bythewood
4954,20000000,New Line Cinema,Ed Harris,Crime,20207003,Appaloosa,R,10/3/08,115,6.8,Ed Harris,52814,Robert Knott
4955,0,Good Dick,Marianna Palka,Comedy,15542,Good dick,R,10/3/08,86,6.4,Marianna Palka,6977,Marianna Palka
4956,40000000,Davis Entertainment,Gary Fleder,Biography,9589875,The express,PG,10/10/08,130,7.3,Rob Brown,17510,Charles Leavitt
4957,8000000,Overture Films,Christine Jeffs,Comedy,12062558,Sunshine cleaning,R,4/17/09,91,6.9,Amy Adams,63616,Megan Holley
4958,22000000,Screen Gems,Neil LaBute,Crime,39263506,Lakeview terrace,PG-13,9/19/08,110,6.1,Samuel L. Jackson,42915,David Loughery
4959,25000000,Universal Pictures,Ron Howard,Biography,18593156,Frost/nixon,R,1/23/09,122,7.7,Frank Langella,92248,Peter Morgan
4960,11500000,Yari Film Group (YFG),Rod Lurie,Crime,3045,Nothing but the truth,R,7/29/09,108,7.2,Kate Beckinsale,32290,Rod Lurie
4961,20000000,Alliance,Nelson McCormick,Horror,43869350,Prom night,PG-13,4/11/08,88,3.9,Brittany Snow,29352,J.S. Cardone
4962,14700000,Vivendi Entertainment,Fatih Akin,Comedy,1585859,"New york, i love you",R,10/16/09,103,6.3,Shia LaBeouf,41273,Hu Hong
4963,8000000,Regency Enterprises,Masayuki Ochiai,Horror,25926543,Shutter,PG-13,3/21/08,85,5.2,Joshua Jackson,28640,Luke Dawson
4964,25000000,Rifkin-Eberts,Marcel Langenegger,Crime,4597760,Deception,R,4/25/08,107,6.1,Hugh Jackman,34378,Mark Bomback
4965,0,BBC Films,John Maybury,Biography,28635,The edge of love,R,6/20/08,110,6.3,Keira Knightley,14339,Sharman Macdonald
4966,15000000,Lakeshore Entertainment,Ry˚hei Kitamura,Horror,83361,The midnight meat train,R,8/7/08,98,6.1,Vinnie Jones,51337,Jeff Buhler
4967,60000000,Millennium Films,Jon Avnet,Action,40081410,Righteous kill,R,9/12/08,101,6.0,Robert De Niro,76498,Russell Gewirtz
4968,35000000,Dimension Films,Craig Mazin,Action,25871834,Superhero movie,PG-13,3/28/08,75,4.5,Drake Bell,55389,Craig Mazin
4969,30000000,Twentieth Century Fox Film Corporation,Chris Carter,Drama,20981633,The x files: i want to believe,PG-13,7/25/08,104,5.9,David Duchovny,81648,Frank Spotnitz
4970,6000000,Berk/Lane Entertainment,S.R. Bindler,Comedy,36497,"Surfer, dude",R,9/5/08,100,4.7,Matthew McConaughey,7678,S.R. Bindler
4971,40000000,Lionsgate,Howard Deutch,Comedy,19219250,My best friend's girl,R,9/19/08,101,5.9,Kate Hudson,38869,Jordan Cahan
4972,27000000,Number 9 Films,Robert B. Weide,Biography,2778752,How to lose friends & alienate people,R,10/3/08,110,6.5,Simon Pegg,63297,Peter Straughan
4973,8000000,Metro-Goldwyn-Mayer (MGM),Marc Schˆlermann,Crime,108662,Pathology,R,4/11/08,95,6.0,Alyssa Milano,28065,Mark Neveldine
4974,0,Geetha Arts,A.R. Murugadoss,Action,2411071,Ghajini,Not specified,12/25/08,100,7.3,Aamir Khan,44436,Piyush Mishra
4975,20000000,Endgame Entertainment,Rian Johnson,Adventure,3519627,The brothers bloom,PG-13,6/19/09,114,6.8,Rachel Weisz,43721,Rian Johnson
4976,0,Armian Pictures,Jonathan Demme,Drama,12796277,Rachel getting married,R,11/7/08,113,6.7,Anne Hathaway,42934,Jenny Lumet
4977,0,Enlightenment Productions,Shamim Sarif,Drama,39373,I can't think straight,PG-13,2008-11,82,6.7,Lisa Ray,6352,Shamim Sarif
4978,30000000,Warner Bros.,George C. Wolfe,Drama,41850659,Nights in rodanthe,PG-13,9/26/08,97,6.0,Diane Lane,19478,Ann Peacock
4979,0,Fandango,Matteo Garrone,Crime,1577639,Gomorrah,NOT RATED,4/10/09,137,7.0,Gianfelice Imparato,40616,Roberto Saviano
4980,35000000,Screen Gems,Gregory Hoblit,Crime,28687835,Untraceable,R,1/25/08,101,6.2,Diane Lane,42864,Robert Fyvolent
4981,0,Alcon Entertainment,Sanaa Hamri,Comedy,44087387,The sisterhood of the traveling pants 2,PG-13,8/6/08,119,6.2,America Ferrera,23813,Elizabeth Chandler
4982,12000000,2929 Productions,James Gray,Drama,3148482,Two lovers,R,3/20/09,110,7.1,Joaquin Phoenix,31508,James Gray
4983,20000000,2929 Productions,Guillermo Arriaga,Crime,200399,The burning plain,R,7/23/10,107,6.8,Charlize Theron,16366,Guillermo Arriaga
4984,0,Dimension Films,Malcolm D. Lee,Comedy,12081447,Soul men,R,11/7/08,100,6.5,Samuel L. Jackson,8179,Robert Ramsey
4985,0,Focus Features,Bharat Nalluri,Comedy,12294036,Miss pettigrew lives for a day,PG-13,3/7/08,92,7.1,Frances McDormand,23423,David Magee
4986,0,The Weinstein Company,John Madden,Crime,17007,Killshot,R,9/4/09,95,6.0,Thomas Jane,19103,Hossein Amini
4987,9000000,Purple Pictures,Tom Putnam,Comedy,27696,The hottie & the nottie,PG-13,2/21/08,91,1.9,Paris Hilton,34253,Heidi Ferrer
4988,40000000,Paramount Pictures,Steven Brill,Comedy,32853640,Drillbit taylor,PG-13,3/21/08,110,5.7,Owen Wilson,52554,Kristofor Brown
4989,25000000,Rhombus Media,Fernando Meirelles,Drama,3073392,Ceguera,R,10/3/08,121,6.6,Julianne Moore,62356,JosÈ Saramago
4990,0,Castle Rock Entertainment,Marcos Siega,Comedy,237958,Chaos theory,PG-13,10/16/08,87,6.7,Ryan Reynolds,29075,Daniel Taplitz
4991,500000,Samuel Goldwyn Films,Alex Kendrick,Drama,33456317,Fireproof,PG,9/26/08,100,6.6,Kirk Cameron,18256,Alex Kendrick
4992,0,Film4,Mike Leigh,Comedy,3494485,Happy-go-lucky,R,11/21/08,118,7.0,Sally Hawkins,33585,Mike Leigh
4993,8500000,Twisted Pictures,Darren Lynn Bousman,Horror,140244,Repo! the genetic opera,R,11/20/08,98,6.7,Paul Sorvino,21319,Darren Smith
4994,12000000,LightWave Entertainment,Darnell Martin,Biography,8195551,Cadillac records,R,12/5/08,109,7.0,Adrien Brody,16677,Darnell Martin
4995,1500000,Ponty Up Pictures,Bruce McDonald,Fantasy,3478,Pontypool,NOT RATED,9/18/09,93,6.7,Stephen McHattie,24539,Tony Burgess
4996,80000000,New Line Cinema,Seth Gordon,Comedy,120146040,Ni en tu casa ni en la mìa,PG-13,11/26/08,88,5.6,Reese Witherspoon,52146,Matt Allen
4997,20000000,DreamWorks,David Koepp,Comedy,13214030,Ghost town,PG-13,9/19/08,102,6.7,Ricky Gervais,63093,David Koepp
4998,30000000,Broadway Video,Michael McCullers,Comedy,60269340,Baby mama,PG-13,4/25/08,100,6.0,Tina Fey,36032,Michael McCullers
4999,1200000,Garbus Kroupa Entertainment,James Bolton,Drama,6319,Dream boy,R,12/11/08,90,6.2,Stephan Bender,3250,James Bolton
5000,58000000,Universal Pictures,George Clooney,Comedy,31199215,Leatherheads,PG-13,4/4/08,114,6.0,George Clooney,28721,Duncan Brantley
5001,10000000,Gold Circle Films,Jeff Lowell,Comedy,7563670,Over her dead body,PG-13,2/1/08,95,5.2,Eva Longoria,22072,Jeff Lowell
5002,0,Beijing Film Studio,John Woo,Action,627047,Red cliff,R,12/4/09,150,7.4,Tony Chiu-Wai Leung,39046,John Woo
5003,35000000,Wild Bunch,Steven Soderbergh,Biography,1731665,Che: part one,NOT RATED,1/24/09,134,7.2,Julia Ormond,40064,Peter Buchman
5004,40000000,Initial Entertainment Group (IEG),Danny Pang,Action,15279680,Bangkok dangerous,R,9/5/08,99,5.4,Nicolas Cage,50355,Jason Richman
5006,62000000,Paramount Pictures,Marco Schnabel,Comedy,32235793,The love guru,PG-13,6/20/08,87,3.8,Mike Myers,45014,Mike Myers
5007,3000000,Fox Searchlight Pictures,Clark Gregg,Comedy,2926565,Choke,R,9/26/08,92,6.5,Sam Rockwell,29460,Clark Gregg
5008,8500000,Lucasfilm Animation,Dave Filoni,Animation,35161554,Star wars: the clone wars,PG,8/15/08,98,5.9,Matt Lanter,45749,Henry Gilroy
